textID,text,selected_text,sentiment
bfc65afb8b,loves it that the first Monday of May is a Bank Holiday! http://plurk.com/p/roxar,loves it th,positive
f9b6c4fe2e,Yep...sadly I only had 10 min before a meeting!,.sadly,negative
7c17aea36e,"..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",.you no good dude,negative
d4dfb0f247,"Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too","Where'd the songs go on the site, I want &quot;Do You&quot; on this com",neutral
84bcf86d43,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz puppy n BF,soooo excited to go back to my two fav boyzzzz puppy n BF,positive
b89e4b1146,Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,My best Tip.,positive
ccbfe16adf,I could do with another one now myself. was back to work on Monday after being off for 7 weeks not good.,not good,negative
fdd49e735a,"Ok, time for bed. Good night Twitter",Good night Tw,positive
0d2a393e52,finally home!! tomorrow is day 2 of &quot;Amazing&quot;.,&quot;Amazin,positive
f849534d5c,LMAO! I don't fake being Paris anymore. Look at my bio ;) and by the way I can't log onto your forum...,LMAO! I don't fake being Paris anymore. Look at my bio ;) and by the way I can't log onto your forum.,negative
ca0a253612,Really? A good distraction now. I'll check it right. now.,? A good distraction,positive
7e843d7249,THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO **** WORK.,BIES? I HAVE TO ****,negative
2c993b420a,"they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",e terrible,negative
aea731ccd1,Wahey! Fancy meeting you here Thanks for the tweet and great to be twittered together,d great,positive
0f1d624679,"Man, finishing &quot;Operation Anchorage&quot; sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",-wise... I love the stealth fi,positive
c7b78c1b26,"btw , , , and , i ordered some of yer merch yesterday.! &lt;33333333333",&lt;333333333,positive
2339e54982,I wish I was in London to see you. It's like my biggest dream to meet you iloveyouuu &lt;3,I wish I was in London to see you. It's like my biggest dream to meet you iloveyouuu &l,positive
8591d38845,"- I wanna go see them in Edinburgh won't happen though haha , yir lucky! And have funnnn ****",ve funnn,positive
783ebadc5a,"You are clearly very busy Take care of yourself, and I am sure you will be fine; takes one to know one ;)",nd I am sure you will be fine,positive
3ad2079097,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good,it's not looking good,negative
294ac30b99,Whew! I literally shopped till I dropped....and sprained my ankle. Ugh...do you see the sacrifices I make for you??,Ugh.,negative
1bec50dd54,"I don't mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",e crazy,positive
1de4055802,"getting ready, waiting for cor, picking up josh, movies &amp; out to dinner - then trailer perhaps? baccck to work tomorrow","getting ready, waiting for cor, picking up josh, movies &amp; out to dinner - then trailer perhaps? baccck to work tomorr",neutral
2ab185373a,lmfao!!! Yea anyone?? Please?? We're really pretty!!!,pretty!,positive
5419aaf31e,Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,nice we,positive
9551138d41,I feel like dressing up for the heck of it.&amp; putting make up on. Haha,I feel like dressing up for the heck of it.&,positive
77f157bb4b,Thanks a lot! You're very kind! I just got back from a nice drive in the 500. Such a fun car to drive Have a nice day!,Thanks a lot! You're very kind! I just got back from a nice drive in the 500. Such a fun car to drive Have a nice day,positive
3301594865,YAY mom bought me the Sakura bodyshop lotion! &lt;3,YAY mom bought me the Sakura bodyshop lotion! &lt,neutral
35f25a15ad,me too. it depresses me thinking about it.,it depress,positive
56114801d1,i want candy!!!,i want candy!!,neutral
85509c8f9d,http://survivingtheworld.net/Lesson5.html &lt;&lt; I chose the wrong career,se the wrong ca,negative
d6d4a2a7f3,LOL I know what ya mean. Watching everyone else act a fool is much better the not remembering acting a fool yourself,. Watching everyone else act a fool is much better the not remembering acting a fool yoursel,positive
f0b0d89e03,add me on myspace?? www.myspace.com/pwnage_org -&gt; pcFOpc,add me on myspace?? www.myspace.com/pwnage_org -&gt; pcFOp,neutral
6a19d93f3e,Bon Voyage birthday Brother @ Mccarran! cyah again vegas in july. havent slept yet &amp; class @ 1 .. such a fun weekend,ch a,positive
197e8317da,Actual wiki entry &quot;The Million Dollar Homepage&quot; made me just shake my head due to the fact that ... sometimes...somtimes things just work,age&quot; made me just shake,negative
09f6a273f5,sending you love on mother's day and wishing you more happiness in the days ahead!,sending you love on mother's day and wishing you more happiness in the days ahead,positive
76e746ba7a,hahahha but days off are cool when nothings open its like isolated and haha cool,d haha cool,positive
a67ffa2d66,O dear. so you're going to be **** that kiddoe and I'm going to sit there doing.. nothing! awesome WHERES THE SHOPPING?!&lt;3,sit there doing.. nothing,negative
44fe2c9260,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,tired an,negative
f9147427db,that David -- nice to know he feels so comfortable &quot;twitting&quot; or &quot;tweeting&quot; us. I have a feeling he misses home.,nice to know he feels so comfortable &quot;twitting&quot; or &quot;tweeting&quot; us. I have a fe,neutral
5655078564,_a The rocky kind! With little rockpools &amp; octopi &amp; shells &amp; stuff. Now I want to be at the beach. Its the perfect overcast day.,the beach. Its the perfect ove,positive
0d0ef129ba,"Let us know what happens, poor little guy.","s, poor little guy",negative
c25a282870,See you later lovely ladies. Be Good &amp; I love you millions ****,d &amp; I lo,positive
c7350d0f8e,uh oh u gonna fire somebody??,uh oh u gonna fire somebody?,neutral
e4d617243a,_Blue - the chauffeur from &quot;Some Kind of Wonderful&quot; was my idea of a perfect woman,quot; was my idea of a perfe,positive
669ee0e843,"I can't do that. I take it at 11, or I work through it. Those are my options here.","I can't do that. I take it at 11, or I work through it. Those are my options here",neutral
05ab380c70,I dnt get to go play lasertag w/ my besties! *old me's dead and gone*,*old me's dead and gon,negative
c97639b3e4,"Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic I&amp;#.. http://tinyurl.com/d7jvop","Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic I&amp;#.. http://tinyurl.com/d7jv",neutral
26d5231b93,"Yes. But, Cute AND Predictable works for you...","t, Cute AND Predictable",positive
9eaa82d788,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas &amp; Isaac Hayes. Don't make shows like this anymore",es. Don't make shows like th,negative
3641597205,Ayy. Okayyy. It was nice seeing you kanina ! :&gt; I like your hair. :&gt;,s nice,positive
2814c8f7c4,its not a starfleet one its not even a romulin one its like the random one i dont remember ha. and you cant wear it! lame,t! lam,negative
96f22cceec,hey yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,e amazing,positive
774621eb43,i wish i would in california.....i m so sad,o sad,negative
70021c0ca4,"you seem desperate,that says probly enough","desperate,t",negative
c78bf59e67,#lichfield #tweetup sounds like fun Hope to see you and everyone else there!,p sounds like fun,positive
fcb4695f92,have you check oceanup?&quot;miley cyrus justin gaston fight after lunch&quot; you ok with justin?hmmm.im with you whatever happen,justin?hmmm.im with you whatev,positive
e683917909,lol were always friends i havent got hers yet .. and im busy next weekend dunno when im getting yours and hers,lol were always friends i havent got hers yet .. and im busy next weekend dunno when im getting yours and her,neutral
4f9ed29468,at least she doesnt try to violently hump you like my (female) dog does,e doesnt try to violently,positive
e185cc07fa,"I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I think.","I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I thi",neutral
d63df6a564,nah I don't finish til next yearrrr!!! are u stayin in the bad news after graduation?,the bad new,negative
e68f9d029e,i guess ill never have it but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret,t the sad thing is,negative
1775f5e40c,I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too. Thank god for YouTube.,. Thank god for YouTube.,positive
82153ad661,"&quot;Completely dishwasher safe, except that the pattern might come off.&quot; Blue Coat humour at its best Three cheers for Viz",ur at,positive
7df7221145,that's why I need to be there...To represent the Blackberries,that's why I need to be there,positive
4be88a24fa,left. so sad. waiting for mom to come home. want to have papa johns for dinner.,o sad,negative
73476110a2,"Headed out at 6 today, shopped for Mother's Day gifts. I love B&amp;BWs new scents ? AND finished my book I bought yesterday.",I love B&amp;BWs new scent,positive
1eee3222a9,My Mom is a nurse practitioner&amp;spent entire life devoted to the field. The good ones deserve to be recognized! I'll follow her,eld. The good ones deserve to be recogn,positive
d71c534ed9,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone GA on my mind,hate living down here in fl. missing GA like crazy..,negative
7270b12184,"? today and tomorrow at taipei, anyone free for drink? http://plurk.com/p/rpgyy","today and tomorrow at taipei, anyone free for drink",neutral
f82eb16f56,"haha, def. That song is EPIC, have fun i'm listening to new FNB",". That song is EPIC,",positive
15297ade82,"Oh, yes... Happy NINE year annivarsary to Hanson's second studio album, &quot;This Time Around.&quot;","Oh, yes... Happy NINE year annivarsary to Hanson's second studio album, &quot;This Time Aroun",positive
7e260b1f13,man i wont be home to co host with you! xo*blair,n i wont be home to co host with you!,negative
df3fa234aa,agree completely. it's all about attitude &amp; chutzpah,s all about attitude &amp; chutz,positive
ec634fbe9c,"Oh, I'm so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good",I'm so sorry!.,negative
5591577e64,Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!,Got in a car accident! Pr,negative
4034294a60,#followfriday follow these ppl ... they are interesting .. doesnt tweet much though,l ... they are interesting .. doesnt tweet much tho,positive
0510fad96f,"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 &amp; 4 .... Yeahhhhh",... Yeahhh,positive
9fda61503d,no panasonic charger.sorry,.sorry,negative
7295959f5a,Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start,It feels good ha,positive
f280a72e80,Hey never realized that you also get a Twitter account. Your guides are truly many times a lifesaver to me.,Your guides are truly many times a lifesaver to me,positive
b5c4912b8b,Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.,Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot,negative
e017845110,ugh... only 1 3/4th hour and i will be 19...,ugh..,negative
d06cd08a66,no news on the kid. They can't find the parent!,y can't,negative
2632d2c401,Hey &quot;keep clear&quot; (robluketic live &gt; http://ustre.am/2w5v),Hey &quot;keep cl,neutral
9e05410237,Stayin over at dustins tonight... my car hates me!,hates me,negative
ed17162857,im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,splendid ev,positive
897926a787,I don't think they sale Ciroc where I stay..****..thats just my luck,.****.,negative
0948a8ea57,// your FACE is stupid. thanks... i miss you too. HA!,// your FACE is stupid. thanks... i miss you too. HA,neutral
7b04cd0f6e,thanks gail imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,! looks yummy,positive
010f0d489a,So romantic!!!!I hope you both have an amazing time...and paparazzi don't follow you!!You need more privacy with Doug xoxo,have an amazing time.,positive
3dec28069e,i know but the weather's clearing and suppose to be nice sat and sun,d suppose to be nice,positive
490da06e8f,i just looove my bf u are awesoome!!!! [hannah montana the movie was amazing best movie ever!!] // cool http://gykd.net,awesoome!,positive
1da17c8145,Watching Ripley's Believe it or Not while eating=bad choice,bad choice,negative
1407d73622,i do show some discretion occasionally,e discretion,negative
e6d9698c42,I hope amy is okai,hope am,positive
690f2b5e52,OK its official I&quot;M OLD! at least I feel likewise OLD &amp; TIREDD &amp; WASTED!!,wise OLD &amp; TIREDD &am,negative
48096285e5,Yeah I'm okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,... LOL Than,positive
0533325f68,Home from the mall &amp; got mommy's gift for tomrrow,Home from the mall &amp; got mommy's gift for tomrr,neutral
1ab3877a8c,is online shopping...fantastic,fantastic,positive
a5d8cc3057,"I'm not even in your situation and now I'm sad. I'm sorry, that's really sucky.",". I'm sorry, that's really sucky.",negative
d13176b652,Boy is all graduated! So proud of him!,! So proud of him!,positive
447733f192,the no tweeting guilt trip didn't stop you huh? I felt so bad!,o bad,negative
151eaeb119,"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece",I've already got problems with battery &amp; earpie,negative
72658e4297,"You might have too. One of them accused you guys to being &quot;One Sided&quot; on the issue. They're getting way, way out of hand.","tting way, way out",negative
cee8acf2eb,WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay. Poo on you Twitter,doesnt support me,negative
30c49267e3,"Jane Austen's books!, Pride and Prejudice &amp; Emma are great!!, Also Northanger Abbey!",", Pride and Prejudice &amp; Emma ar",positive
ff5673deb0,At work... supposed to be a day off but too much work to get done for PLM World... sigh,too much work to get done fo,negative
d87e30dadb,"Getting closer to logging in. My left hand is so swollen, I can't wear my wedding ring. I keep forgetting and worrying that I lost it.",worrying th,negative
f844e08164,_sydney is he on twitter? I know he is into photography. Runs also popular photography blog too.,o popular,positive
afcb4baed5,they prob are sold out. all i wanted was to see them for my bday lol,they prob are sold out. all i wanted was to see them for my bday lo,neutral
6584036615,Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,so low? No,negative
29dc42f844,I don't feel so good after eating all that food ugh.,I don't feel so good af,negative
a25d4ade87,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace oh yeaaah .&amp; I'm hungry!",I really like tw,positive
99f4063cf1,Aw yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,! never mind,positive
86fdd3fd56,You know what? That cowboy hat in your pic made me smile today (you don't see many of those in Japan),c made me smile today,positive
c6be8f89ff,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrousl,negative
880efa1bec,I listen it right now - so much fun!!! No I just have to get it somehow,so much fun!!,positive
7198b4c0cf,You too! Happy Mom's get to rule and kids have to take it day,Happy Mom's get to rul,positive
189ca81ed4,Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorrow.,Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorro,neutral
9dd55e8b0e,How are YOU convinced that I have always wanted you? What signals did I give off...**** I think I just lost another friend,I think I just lost an,negative
debbd12acd,I hear you Any time earlier than 11am is just mean!,st mea,negative
9897e8abe2,or elope I can't wait to see the pictures of you in the dress. It will be breath taking,. It will be breath taking,positive
c1ca63de20,Making egg tart &amp; Chinese egg pudding. Yum,ing.,positive
47aec7e3be,omg i found it thnx,omg i found it thn,positive
d0d40368ce,how great is that! Nice to meet you!,! Nic,positive
82d211bdd5,i think i hate you. i didnt really want to but you make it hard for me to like you what with the cake and concert on the ...,t you make it hard for me,negative
89545ebb49,Signing off to spend time with my hubby Goodnight / day tweeple! Have a very Happy Mother's Day!,! Have a very Happy Mother's Da,positive
13c26b070c,Staff meeting today with JoeMo...it just won't be the same! Travel safely ...we'll see you tomorrow!,it just won't be the same! Travel safely ...we'll see you tomorrow!,positive
6153186459,GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,SUCK **** NE,negative
1e4465ac6e,"ur taking tease lessons from the guys! No fair LOL, oh well, we'll wait as patiently as we can!","ur taking tease lessons from the guys! No fair LOL, oh well, we'll wait as patiently as we can",neutral
5572972d36,about to rehearse...starving!!!,starving!!,negative
d3d7dfa00f,**** marriage isn't legal everywhere here.,e isn't legal,negative
fd72aff4ba,awwww i have no internet right now.... -drummer boi,w i have no internet right now,negative
52ca74468a,We're idiots. Ok mostly I was skint but hell I could've done something......,re idiot,negative
d26c5ba7ad,Still awake lol Finished talking to a really good Brawl player. We talking in SmashSpace.ning.com Join the website if you like SSBB!,really good Br,positive
037b1abfd0,just wanted to say that I &lt;3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,t I &lt;3 ur mu,positive
29ac15fa96,assumes it wasnt so taboo to start an email with &quot;LOL&quot; considering that the reply it got started with &quot;ROFL. PWN3D.&quot; I love the internet!,;ROFL. PWN3D.&quot; I,positive
a089b92224,I'm not having a good day... can u cheer me up with a tweet? Even Tink will do. LOL.,not having a good day.,negative
6627c3ad66,Where are u miss you I hope you are doing well *sending big hugs*,Where are u miss you I hope you are doing well *sending big hugs,positive
df5532b297,only you babe. &lt;3,only you babe. &lt,neutral
799f65f193,Yes it does. Please dont' go. If you die I will cry.. which normally leads to small animals getting harmed,g harmed,negative
8a425876df,Eww its gross here &amp; a lady keeps looking at me weird ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL,Eww its gross here &amp; a lady keeps looking at me weird ha ha but another smiled &amp; asked me if i was in their company..me in the ar,neutral
6a2322cc3d,"Kev, **** off! I'm stuck in Westgate working",", **** off! I'm stuck in",negative
20080aab9c,YOU'RE FAKING IT! Hahaha...I kid.,E FAKING,negative
e669acee39,Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German,? Glad,positive
f860efe36d,"OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime","- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",positive
8e4bd833da,Happy Mothers Day to all you mom out there,Happy Mo,positive
1fd79e3de5,Just saw it tonight as well... Great movie!! Hope you're well mate! Cheers E,.. Grea,positive
7e9175f17b,"2night- dance parties, fun times, &amp; awkward situations highlight- driving w/ nims and annie listening to satellite windows downnnn","2night- dance parties, fun times, &amp; awkward situations highlight- driving w/ nims and annie listening to satellite windows down",neutral
b61100970d,"being lazy the rain does that to me gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering around tha corner","being lazy the rain does that to me gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering aro",neutral
c74fafdb94,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!,driving me nuts..,negative
a044ed928d,enjoy NOLA definitely one of my favorite cities in the world. Please have a beignet with chocolate for me,y one of my favorite cities in the world.,positive
cc58093a1b,I know!! our cats could be family mikesh is so cute!!,sh is so cute!!,positive
eb27647ac5,"always tired, always cold and always have a headache. cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",.i want onscreen keyboard dammit!,negative
5bb92f07ba,nope don't think I will. Thnx for asking lol I will be fine,. Thnx for asking lol I will be fine,positive
e80a7bb070,"Indeed plenty of jokes to be had Lying on bed hoping it's going to free up, I'm on Jury service tomorrow...",ed hoping,positive
6869b7bd64,bed bed bed do you never answer texts anymore? I thought of you the other day and sent one but never heard back. Sad day,. Sad,negative
a14955274a,I think I have H1N1... Or maybe just a cold.,I think I have H1N1... Or maybe just a col,neutral
730cddf438,i'm fake. . Is that the same? ~K~,i'm fake. . Is that the same? ~K,neutral
133e78e31d,Agfest? it was pretty awesome.. loads of people were there lol,pretty awesome.,positive
63999dcc74,I remember the show... I don't remember the hiccups...,I remember the show... I don't remember the hiccups.,neutral
51679bb9c7,"i love you,i love you,i love you -you're the most beautiful and sweet girl ever.","u,i love you",positive
793a4d5379,"Yep, this is about as &quot;boonies&quot; as it gets, if you look at the map In transition. Gotta find a place and a job. - http://bkite.com/07kjR","Yep, this is about as &quot;boonies&quot; as it gets, if you look at the map In transition. Gotta find a place and a job. - http://bkite.",neutral
962887779b,"rblpn , You know, I could listen to every version of War Pigs ever recorded ? http://blip.fm/~5z10d","rblpn , You know, I could listen to every version of War Pigs ever recorded ? http://blip.fm/~5z10",neutral
1a6b5fd0b4,#amtarot Thank you so much!,t Thank,positive
31bb070f00,pffftt! You know how I like to stay busy! I'm Awesome (and sober...dang)! How are you??,! I'm Awesome,positive
65d976c36b,"I may see the sun come up. All my bits are sore today - but life is still grand Tomorrow is a new day! Sleep well, Friend!",". All my bits are sore today - but life is still grand Tomorrow is a new day! Sleep well, Friend",neutral
f33ef2b766,stop being mean to me!! ur hurting my feelings,! ur hurting my feelings,negative
0780d4276d,Busssssss with everyone! yayyy!!!!!!!,Busssssss with everyone! yayyy!,neutral
f0e3079931,"_babe woo! im getting mine on monday,cant wait x",cant wait,positive
64d7ee6da7,yo wake your **** up and go to work go get that paper u aint sick dont lie,ick dont,negative
7972092a15,Monday...Funday! Wake up people...and keep me awake please Today is going to be a long one..I can already feel it. Eww,t. Ew,negative
73fb731c75,"oh, left off the smiley face so you knew I was kidding.",w I was kidding.,neutral
344467bdaf,ay buti pa kayo!!!! uy thank you!!,y thank you!!,positive
7416c5eee3,hypnotyst .... hmmmm... i should beware..,beware.,negative
b70e61e2cb,"whole foods, barton springs, yogurt spot &amp; the oasis = perfect day in austin.",s = perfe,positive
e0ef3a78fc,mad the rain got me...now i cant go see jaiden *|)|/-\|\|/-\*,mad the rain got me..,negative
291fe05fab,Many many thanks!!! (it's about school!) Weeeee!!!,thanks!,positive
c21c444fa4,aww I don't want u to suffer it's just Midol isn't working for me. Grrrrr I hate that stuff. But I love you tho.,r I hate that stuff. But I love you tho.,neutral
a89641679b,_ILL I &lt;3 my blackberry,I &lt;3 my blackberr,positive
31ab116bc8,"Sadly not, no. They're his colleagues and it's a work party",Sadly not,negative
b734195109,WELCOME BACK see you tomorrow! come pick up your gift ;),! come pick up your gift ;),positive
43778d1d23,i know... I don't want to be left in our home by myself during the weekend...,. I don't want to be left in our home by myself,negative
102beca4e0,also just spoke to my &lt;3... ï¿½tearï¿½,also just spoke to my &lt,positive
b012dc9caf,Today is my Mother's birthday- Happy Birthday &amp; I love you! She is an angel whom has helped me so much during this time of my life,Today is my Mother's birthday- Happy Birthday &amp; I love you! She is an angel whom has helped me so much during this time of my li,positive
ab75d13082,http://twitpic.com/4qpzx - i love you guys you're the best,s you're the best,positive
ebc23e4250,"Arrggghhh...dang post office. Did not get the package in yet, may have to wait until tomorrow",dang,negative
6c796fad21,on my way to work! working sucks big time,working sucks bi,negative
c6bf3b9d02,ooo enjoy and thanks for looking out for ours,d thanks,positive
761be75cdd,baked a cake &amp; watching a movie.,baked a cake &amp; watching a movi,neutral
6b53acc560,_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,.love ya,positive
d83fd6c942,3 tweeets {: FGS tweekdeckkk hates me -cryyyy,kk hates me -cryy,negative
5a77e2b2d6,I GOT IT! i hope i get off of work in time for UP want my job?,I GOT IT! i hope i get off of work in time for UP want my job,neutral
4ed5a11b8e,Cheers! I'd like to thank zBrush for making it all possible,o thank,positive
96173254cf,"yeah that's trueee i can't wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious",s hilarious,positive
51182bc42f,nice hair and nowhere to go,nice hair an,positive
66d8777618,Looking for a vibrating phone is like trying to find &quot;a feeling.&quot;,Looking for a vibrating phone is like trying to find &quot;a feeling,neutral
7f72544581,"Graduation tonight I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",.I love you guys,positive
3756f5fea8,haha its awesome i always have to use it when i eat,s awesome,positive
39d72e4fc8,not impressed....! it might go away if you complain too much! x,not impressed..,negative
12f21c8f19,star wars ............ is **** BOO??? i wanna do your job HAND IT OVER u can act as me at my high school LOL,l,positive
f9642f01f4,"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay!",double yay!,positive
46046a95ac,Hello there hope your over your flu now,e hope,positive
90ce89502a,is so just made a card 4 my mom!! can't wait to see the smile on her face when she see's it!!,can't wait to see the smile on her fac,positive
0b31c01ce9,I kinda want to smack that darn skeleton though.,a want to smack,negative
6666449e3f,",:Mother, Happy Mother's Day.... and to all Mom's there...... God Bless yhaw all... ?",Happy Mother's Day..,positive
cb4ca6a513,"Need a tickettttt Gah. Ya you've got me on there, reason346.. Haven't listened to dear Elliott for a few weeks...overdue..",..overdue,negative
6f12c6329e,Its goin good takin it easy ths weekend Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,o great,positive
1efad1b003,playing my new ds lite! Love it!,Love it,positive
d7eff05eb3,"Ooooh, I'm jealous I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",t I have an exam on the monday that Im gonna fail,negative
c7d44a0dcc,It is 00:03 I'm Wrecked I'M Hungry &amp; I have to get up early. Not the perfect Fri night LOL night,rly. Not the perfect Fri ni,negative
c086643272,sounds like a challenge then I can see it would be useful to be able explicitly schedule threads...,be usefu,positive
c23f70b220,SS &amp; i r @ the devon horse show. gettin' mostly rained out. lots of events have ben cancelled incl the coaches,SS &amp; i r @ the devon horse show. gettin' mostly rained out. lots of events have ben cancelled incl the coac,neutral
5da55949f3,I'm bummed...you're gonna be only 30 minutes from me on Sunday &amp; I can't come hear ya.,I'm bummed.,negative
37c2a1d45c,"I love my daddy, but I don't want to go to his house today.","I love my daddy, bu",positive
7995b825ff,Cleaned the screen on my new PC DOS machine and took another &quot;screenshot&quot; http://bit.ly/QLzP2,Cleaned the screen on my new PC DOS machine and took another &quot;screenshot&quot; http://bit.,neutral
db60576b3b,"Well, all I can do, is pray for you.....",", is pray for you....",positive
5dbe4cae20,awww hes too cute!!wish i could've gone,cute!,positive
18187b9824,I've always been a ppl person just hid behind bad self confidence for 2 long u can do anything!,I've always been a ppl person just hid behind bad self confidence for 2 long u can do anything,neutral
f25f597742,looking at tabs for all of the &quot;Boys Like Girls&quot; songs,looking at tabs for all of the &quot;Boys Like Girls&quo,neutral
a4439217cb,I'm making a logo on photoshop &amp; it didn't work out.. hehe.. try again lah..,I'm making a logo on photoshop &amp; it didn't work out.. hehe.. try again lah,neutral
68b4a7a2ac,_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product,crappy ms,negative
5f44c39180,Shiraz event was in an 'anti-bahai' center.not in a mosque or in election campaign.Sadly children wr involved in zahedan,.Sadly,negative
22f2a72954,I sure do wish my mind could enter that box called &quot;nothing&quot; that men have. My brain just won't go there... and it's exhausting.,. and it's,negative
53578e9244,STOMACH ACHE!!! Ahhhhhh,ACHE!!,negative
c567514034,hahaha well its try its so ugly,s so ugly,negative
bd045108dd,"at workyy, trying to get on point with all that I have to do smile!! &lt;3Lin-Man tonight!!","at workyy, trying to get on point with all that I have to do smile!! &lt;3Lin-Man tonight",neutral
c573f1463f,Night Night Everyone. HAPPY MOTHERS DAY to all mothers,HAPP,positive
913c91b0de,"off to go buy more deck sleeves and 3X3 card pages. Man, those pages are expensive! Stupid organizing collection.",those pages are expensive! Stupid organizing collection,negative
e44048aceb,"Hi Susan, read your blog. It's really good. I look forward for the tweet updates",y good,positive
95033b6de1,"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart. Seriously wow. I miss Reading, &amp; Dublin","The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart. Seriously wow. I miss Reading, &amp; Dub",neutral
fd0493acff,i miss jack n box and whataburger and oooo taco cabanaaaaaa lmao,i miss jack n box and whataburger and oooo taco cabanaaaaaa lm,neutral
a9ac2b6ea2,"you are now famous in Houston, take a look http://is.gd/ysAh","you are now famous in Houston, take a look http://is.gd/ysA",neutral
3c65ea7be3,"oooh...I wish I could've gone there today, too! I know Zach was looking forward to it.",as looking forwar,positive
a719156c49,cause my eyelids are not deep set. thanks it would help me a lot.,d help me a lot.,positive
04a9c22b52,better finish off an order for this little guy first tho http://tinyurl.com/cltln9 Time to go Cheerio an Drasda!,better finish off an order for this little guy first tho http://tinyurl.com/cltln9 Time to go Cheerio an Drasda,neutral
8ddbe8e99b,I must have just missed &amp; I guess I scared &amp; _TX off... Sorry,ess I sc,negative
81d827d3ea,about to run the hinckley half marathon! Fingers crossed for a &lt;1h30m time,about to run the hinckley half marathon! Fingers crossed for a &lt;1h30m tim,neutral
12249ad9df,_grrrl You have the sweetest children. You are obviously a great mom. I loved reading your blog w/ their msgs to you. Kudos.,ave the sweetest children. You are obviously a great mom. I loved reading your blog w/ their msgs to you. Kudo,positive
06f3302919,maybe she's funny like a jester,s funny,positive
